Troubles alimentaires - Anxiété,"Bonjour  Je suis arrivée à avoir beaucoup de mal à supporter mon attitude face à l'effort en général.  Je voudrais perdre du poids mais je n'ai aucune rigueur et je continue à ne pas faire d'effort tout en détestant mon corps de plus en plus.  Ma chambre est un bordel monstre, ça m'angoisse de voir mes fringues qui traînent par terre, mais pour autant je repousse en permanence le moment de ranger.  Pareil pour les papiers, je gère très mal, et j'ai déjà loupé des remboursement sécu par exemple parce que je n'avais jamais envoyé la feuille de soin à temps. Je peux laisser traîner des trucs pendant des mois !  Pour le boulot c'est un peu différent, même si je bosse toujours dans l'urgence (mais je suis efficace).  Je n'ai aucune volonté pour accomplir des choses qui sont rébarbatives. Je cherche plutôt à faire des choses qui me procurent du plaisir comme me caler avec une série au lit 🙈. Je passe des heures mon téléphone en main (franchement j'ai honte, je préfère souvent jouer sur mon tel que de jouer avec mes filles). Je leur montre vraiment un très mauvais exemple.  Bref, j'ai une bien piètre image de moi même, mais je ne sais pas comment sortir de cette attitude. Comment devenir plus rigoureuse, moins procrastiner ?  C'est très compliqué pour moi de parler de tout ça, c'est pour cela que j'ai trouvé plus simple de l'écrire ici avec vous.",perdre du poids ; aucune rigueur ; angoisse ; je repousse en permanence ;,comportements dysfonctionnels ; comportement alimentaire ; anxiété ,
Connaissance de soi ,"Hello à toutes et à tous! Je suis dépressive depuis 10 ans, suivie par une psychiatre et sous traitements. Parfois ça grogne avec mes parents.  Je veux être chanteuse et actrice comme Elsa Esnoult.  Mes parents disent que le milieu artistique est particulier et difficile d'accès...!!!  Je souhaite intégrer une chorale en 2021, quand le contexte sera favorable.  Des conseils et des idées à me donner svp?  Joyeuses fêtes! ",dépressive ; psychiatre ; je veux être chanteuse ,dépression ; connaissance de soi ; psychiatrie,
Développement personnel ,"Bonjour ! Je me suis séparée de mon petit ami il y a maintenant presque 2 ans, c'était mon choix, je l'ai bien vécu. Oui mais... Me retrouver seule a été un choc. Je le croyais dépendant de moi mais finalement je crois que j'étais plus dépendante de lui : j'ai eu l'impression de me retrouver face à un vide IMMENSE. j'ai mis un moment à le réaliser. J'ai eu un long moment très difficile, avec un état anxieux très important, de très nombreuses attaques de panique. J'ai été sous anti depresseurs et anxiolitiques, j'ai vu des psys tant que ma situation financière le permettait... Ça va beaucoup mieux. Notamment parce que j'ai compris ce qui cloche : j'ai l'impression jusque ici de m'être laissée porter par la vie. Mon boulot, je m'y plais énormément, mais j'y suis venue un peu par hasard et parce qu'on me l'avait conseillée par exemple. J'ai du mal à prendre des décisions pour moi même et à construire ma vie. Depuis que je me suis rendue compte de ça, j'ai très envie d'avancer, de construire, d'avoir des envies, de me lancer dans des projets... Mais je ne sais pas comment on fait 🤣 Je ne sais pas par où commencer, comment procéder. Je sais tout juste ce qui pourrait me faire envie. J'ai tendance à avoir de trop grandes idées du genre tout plaquer et élever des chèvres 🤭🤣 Sans blague, j'ai des idées trop grandes et irréalisables, d'autres objectivement réalisables mais pour lesquelles je ne me sens pas de taille, je me trouve des excuses. J'ai vraiment l'impression de tourner en rond, d'être à côté de mes envies, de ne pas savoir à quoi m'accrocher, par quel côté commencer. J'ai l'impression de connaître la solution : me lancer ! Mais de me bloquer, de me saboter. Quels conseils me donneriez vous ? Par quels petits pas commencer ? Quels sont vos petits/grands projets ? Merci mille fois si vous m'avez lue et mille de plus si vous prenez le temps de me répondre ",séparation ; dépendante de lui ; état anxieux ; attaques de panique ; du mal à prendre des décisions par moi-même  ,affirmation de soi ; anxiété ; prise de décision ,
Anxiété sociale ,"Je m appel Sylvie, 37 ans , timide depuis mon enfance et cela me pourri la vie , j ai peur des gens je bloque quand je parle , je dit oui a tout, et j arrive pas a formulé des longues phrases encore pire me faire entendre je n en peux plus , cela m empoisonne la vie AIDEZ moi SVP merci",timide ; peur des gens ,anxiété sociale ; communication ,
Tristesse - Dépression ,"Bonjour à tous je me confie pour la première fois sur un forum j’espère avoir des réponses mais j’espère ne pas avoir du négatif car j’ai pas trop besoin de tout ça mais en fait ce qui se passe c’est que ça fait quelques jours que je n’arrête pas de penser négatif que mon cerveau on dirait que y’a une voix qui me dit que je dois être triste, Tout va bien avec mon copain ça fait deux ans qu’on est ensemble et je suis amoureuse comme une folle je l’aime tellement c’est un truc de fou mais j’ai l’impression que je vais faire une connerie et que je vais le quitter alors que c’est la dernière chose que j’ai envie de faire mais dans ma tête y’a plus rien qui va je ressens plus aucune émotion hier il est venu à la maison je ressentais rien je ressens rien pour personne je suis vidé je sais pas ce qui m’arrive j’ai peur et je suis perdu car je veux pas perdre la seule personne qui est là pour moi j’essaye de me dire que ça ira avec le temps mais j’ai l’impression que ça va pas aller et je sais pas quoi faire....",penser négatif ; je vais faire une conneire ; je vais le quitter ; je ressens plus aucune émotion ; je suis vidée ; j'ai peur ; je suis perdu ,tristesse ; expression des émotions ; dépression ,
Confiance en soi ,"Bonjour,  Je suis trop gentille et on ne me respecte pas. On pense que je suis naïve et que si on m'attaque je ne vais pas répliquer. De plus, j'ai 25 ans et je fais jeune physiquement (petite blonde aux yeux bleus et un visage rond de bébé). Étant timide et réservée j'ai du mal à trouver ma place. On m'a toujours fait des remarques sur mon physique ( comme quoi je suis trop jolie trop belle une beauté classique pas moderne comparée aux autres filles de ma génération). Je souffre de tout cela. Un ex m'a dit qu'on voyait que je pouvais facilement me faire bouffer car je suis gentille et à l'écoute...Il en a profité pour m'en mettre plein la tête après et une fois que j'ai répliqué j'ai entendu la même chose que d'habitude ""avec son air de ne pas y toucher on dirait une sainte et blablabla "". Je souffre de cette situation et je suis de plus en plus en colère. Que faire pour que ça cesse ?",je suis trop gentille ; on ne me respecte pas ; timide ; réservée ; du mal à trouver ma place ,affirmation de soi ; communication ,
Famille - Confiance en soi ,"Bonjour à tous.  J'essaie de faire bref. J'ai 48 ans, après avoir erré 18 ans de psy en psy pour guérir de mon mal être, puis avoir rencontré la thérapie qui m'a sauvée ( Rêve Eveillé Libre, méthode Georges Romey), avoir été accompagnée dans mes changements de vie, j'ai pris conscience il y a quelques mois que mon père m'avait rejetée à la naissance car j'étais une fille et ma mère dès la grossesse car elle n'aurait pas souhaité de 3ème enfant.  Autant vous dire que côté affectif, j'ai dégusté, sans rien y comprendre pendant des années... Je suis dans une deuxième vague de souffrances. Mon enfant intérieur a mal. C'est la seule question qui m'occupe. J'ai pardonné à mes parents mais pour construire ma vie, j'ai besoin de faire la paix avec mon histoire. Or mon enfant intérieur a trop mal encore, malgré tout ce que j'ai entrepris. Ma question précise : comment savoir si je suis dans une expression de la souffrance qui me libère (je pleure beaucoup)? Ou si je suis dans une expression de la douleur qui enferme?  Prise de conscience du rejet de la mère : avril 2020 (merci le confinement) A cette question, s'ajoute le besoin de partager avec des personnes qui auraient connu la même chose. Car les rares fois où je raconte mon histoire, je sens de la pitié, ou on ne me croit pas, on minimise... J'aimerais partager avec des personnes qui sont à la bonne distance. Merci.",mon père m'avait rejetée à la naissance ; rejet ; dès la grosses ; je pleure beaucoup ,expression des émotions ; soutien ; prise de recul ; acceptation ; estime de soi ; confiance en soi ,
Comportement,A l’aube de mes 40 ans je cherche un professionnel spécialisé dans le comportement et trouble chez l’adulte adopté . Je suis sur Lyon 2ème  et je recherche une bonne adresse s’il vous plaît  merci,adulte adopté ; trouble ; comportement ,comportements dysfonctionnels ,
Comportement,"Bonjour à tous et toutes.  Je suis un papa de 46 ans. On me dit gentil (trop parfois) zen calme patient (d'après ce que dit ma compagne)...mais la.maivaise foi me fait péter les plombs... a la maison ça clash un peu mais ça va cest l'histoire de qqes minutes dans la limite de l'acceptabilité.. et très rarement... mais dans le cadre du travail ça pose problème à un moment et du coup mes missions d'intérim s'arrêtent avec perte et fracas ou comme hier avec la seconde fois en 3 mois avec avec ce collègue interimaire menteur manipulateur et mauvaise foi ca a clash.. je lui parle calmement il se sent obligé de hurler du coup je vers vers lui avec une planche, déterminé, on me bloque urgemment et brutalement.. je l'insulte de tous les noms... et par viré après 3 mois de mission qui me plaisait.. je n'étais pas dans mon tort sur le sujet mais.... J'ai 46 ans il.nest pas normal de réagir comme ça.. ça ne se fait pas.. mais je ne sais comment réagir comment me.contenir comment .. enfin je suis perdu quoi... je suis en interim car mes cdi clashent au bout de 6 mois quasi systématiquement face à l'hypocrisie de l'humain.. je précise que je ne prend aucune drogue et bois encore moins... j'en ai marre je suis perdu merci beaucoup...",trop gentil ; pas normal de réagir comme ça ,impulsivité ; gestion des émotions ; comportements dysfonctionnels,
Confiance en soi ,"Bonjour, je me présente, je m'appel Gautier, étudiant en droit en région Rhône-Alpes et je suis âgé de 22 ans. J'ai toujours été en quelques sorte indécis vis à vis des choix qui se présentaient à moi, me référant toujours aux choix des autres, de peur de regretter mes choix personnels; je pouvais passer plusieurs heures devant un choix, avec en tête l'idée que si je faisais un choix, le second aurait pu être mieux.  J'ai donc toujours eu un manque de confiance en moi, ne pas être assez bien pour les autres. Etant très joueurs, j'ai toujours eu peur de faire une 'bêtise' qui aurait pu être mal interprété par les autres, par exemple faire des blagues au second degrés. Enfin bref, comme je l'ai dit j'ai 22 ans, je n'ai toujours pas mon code ni mon permis de conduire, car conduire une voiture est quelques choses qui m'a toujours effrayé, peur de l'accident, peur de mal conduire.. de plus je compte désormais 4 ans de retard dans ma scolarité ( j'ai redoublé la 6 ème, la 3 ème, la seconde et la 1 ere année de fac de droit) mais je continue tout de même les études, je présente donc un décalage de 4 ans avec mes fréquentation.. et ce n'est pas la peine de préciser que je n'ai jamais eu de copine, donc ce qui accroît encore plus mon décalage avec les personnes que je fréquente. Sur ce dernier point j'ai un peu jeté l'éponge, car il ne faut pas se cacher que je ne suis pas vraiment mature (traîner avec des personnes a peine majeur n'aide pas), et donc a mon âge je ne me sens pas prêt a me mettre en couple avec une personne qui a déjà une situation professionnelle stable, une maturité beaucoup plus évoluée que la mienne ou même déjà un enfant... (en résumé je ne me sens pas prêt a avoir une relation sérieuse, sachant que je n'ai jamais connu de relation auparavant) , du coup je suis un peu perdu..                ",étudiant ; indécis ; manque de confiance en moi ,affirmation de soi ; confiance en soi ; soutien ,
Confiance en soi ,"Bonjour je passe le w e chez mon frère qui habite à 300 km je le passe sans mon chéri et sans mes enfants.... je suis triste j angoisse énormément de passer le w e sans mon chéri déjà je suis dépendante affective,  et deuxièmement je ne sais pas m affirmer car mon frère ne s'entend plus avec mon  chéri,  dernièrement ils ont eu une dispute limite violente donc ils préfèrent ne plus se fréquenter mais mon frère me parle que de mon chéri négatif qd je le vois et je ne dis rien ..... alors la j'avoue que si il me dit qqch j'aimerai lui dire tes commentaires tu les gardes pour toi je suis pas venu ici pour ca ... mais j ose pas .   Que feriez vous à ma place merci",triste ; angoisse ; dépendante affective ; je ne sais pas m'affirmer ;,affirmation de soi ; communication ,
Confiance en soi ,"Bonjour, il est actuellement 04:05 et je sais pas y’a un truc qui va mal. Je sais pas si on va me répondre mais voila. J’ai 14 ans et l’année dernière j’avais beaucoup de problèmes de familles graves de mon point de vue + un manque de confiance en soi et ça me pourrissait la vie.  L’année de 2019 a commencée et j’avais fait comme un burn out, tout me paraissait fades, j’avais comme une voix dans ma tête qui me critiquais tout le temps, quoi que je fasse (cette voix c’était moi ptdrr). Et je pleurais. Tout les jours. J’écoutais des musiques tristes toute seule en pleurant tout en me demandant que si je mourrais, au fond qui s’en foutrai ? (J’étais vraiment ridicule) Je dormais plus beaucoup aussi, en me posant pleins de questions et en détestant encore plus mon père, car mon père était violent et ne s’en rendait pas compte, c’était normal pour toute la famille parce que c’était comme ça depuis toujours. Au collège j’agissais comme si de rien n’était, je rigolais avec les gens ect même si il m’arrivait de pleurer en classe (discrètement, personne n’a jamais remarqué). Ça à été la pire période de ma vie, c’était horrible de se sentir comme ça tout le temps. Arrivé été 2019, je me suis dit qu’il fallait que j’arrête de m’apitoyer sur mon sort, alors j’ai essayé de régler mon problème de confiance en soi en faisant un peu de sport pour me sentir mieux (et ça à marché un peu^^). Et puis mes problèmes familiaux se sont réglés d’eux même. J’étais tellement contente donc je me suis dit que c’était juste une mauvaise passe, et que ce n’était pas une dépression, que j’exagérais. Je pensais que c’était terminé. 2020, confinement, je suis restée confinée chez moi pendant 4 mois et pendant ces 4 mois je ne suis pas sortie une seule fois de chez moi, vraiment je n’exagère pas. Après le confinement je suis sortie faire du shopping et, déjà que j’étais timide en dehors de chez moi et du collège, après ce confinement j’étais tellement timide, j’avais l’impression que tout les gens dans la rue m’observaient, je me sentais pas a l’aise, je mettais mes mains sur mes bras j’arrivais même pas à les laisser se balader. Pareil à l’école j’avais vraiment du mal à parler car chez moi j’avais pris l’habitude de n’adresser la parole à personne à part la famille.  J’ai commencé ne plus bcp sortir et ne plus beaucoup aimer être avec des gens, et mon problème de confiance en moi est revenu.. aujourd’hui je suis avec ma cousine et j’ai vu qu’elle parlait avec beaucoup de gens, elle est beaucoup plus sociable que moi, on a rigolé ect et je ne sais pas, y’a une heure j’ai pleuré sans raison.  J’ai l’impression d’être revenue à la case départ, j’ai peur de revenir dans mon état de l’année dernière car j’étais tellement mal à ce moment là et je pensais que c’était fini. En vérité je ne sais toujours pas si je suis dépressive, j’ai honte de demander à ma mère de consulter un psychologue.  Voilaaa je vous ait fais un gros résumé je n’ai pas précisé beaucoup de choses, si vous avez lu jusqu’ici vous êtes vraiment courageux😂. Passez une bonne journée/soirée/nuit <3.",confiance en soi ; comme un burn out ; tout me paraissait fade ; je pleurais ; mon père était violente ; timide ; ,confiance en soi ; tristesse ; adolescence ; relation sociale ,
Couple - Soutien ,"En couple depuis 8 ans avec un homme qui a été marié officiellement 3 fois et a vécu maritalement 2 fois .Il a 5 enfants qu'il n'a pas vus depuis de nombreuses années .Nous avons déménagé plusieurs fois en 8 ans et sommes installés dans la régions paca dans la ville natale de mon compagnon depuis 4 ans .Il y a 18 mois il a retrouvé une ""amie "" avec qui je présume il a eu une aventure il y a une trentaine d'années . Sur internet , sur facebook j'ai découvert par hasard des mails , des déclarations d'amour qui ne laissaient aucun doute sur la nature passionnelle de leur relation .   C'est alors que les mensonges, les cachotteries , les veirouillages  les disputes ont commencé alors qu'auparavant tout allait bien .Il me laissait seule et partait la voir .me disant que je ne l'en empecherais jamais ...Il souhaitait sa liberté alors qu'auparavant nous faisions tout ensemble ...J'ai perdu le sommeil, l'appétit ..j'ai perdu du poids , je pleurais souvent lui faisant des reproches qui le mettaient dans des rages folles ....Son attitude à mon égard était violente en paroles ,et trés humiliante ......il était comme envouté par cette femme et semblait ne plus pouvoir se contrôler ...j'en était arrivée à le plaindre tant son comportement était pitoyable .......Mais je souffre et lui n'a jamais eu la moindre compassion pour cette douleur dont il ne se sent nullement responsable ....Que dois je faire ? alors que j'ai tout quitter pour lui ? A l'heure actuelle il est incapable de me parler de son histoire ...je ne sais pas si c'est terminé, s'il la voit encore . Il nie eu une relation sexuelle evidemment il ment ......j'en ai la preuve ....J'aimerais savoir ce qu'il en est aujourd'hui ...le doute me ronge ....il ne veut rien dire ...par quel moyen le faire avouer , pourquoi ne dit il pas la vérité , pas pour me protéger  ça c'est le dernier de ses soucis ...ALORS ?",en couple ; perdu le sommeil ; l'appétit ; perdu du poids ; je pleurais souvent ,couple ; prise de recul ; prise de décision ; acceptation ,
Comportement - Famille , Bonjour à tous j'ai un petit souci avec mon fils de 20 ans il a des crises de colère des insultes il me dénigre plus bas que terre quand il a des coups de colère violente il tape dans les portes et me fait des trous dedans il commence à me faire peur Que dois-je penser de son comportement et que dois-je faire,mon fils ; crise de colère ; insulte ; dénigre ; tape dans les portes ,famille ; enfant ; troubles du comportements ; impulsivité ,
Personnalité - Confiance en soi ,"Tout a commencé quand j'étais enfant, ma mère me disait de mentir sur son métier car c'est un métier dit ""surnaturel"". Elle disait par exemple ""dis que je travaille dans un centre commercial,etc..."" mais moi je disais qu'elle était psychologue car c'est le métier qui se rapproche le plus. De petits mensonges innocent mais rien de plus.  C'est quand je suis arrivé au CM1 (j'ai déménagé à Paris, j'habitais dans le 93 avant) que tout à commencé. Je n'avais aucun ami et tout le monde se foutait de moi sans raison apparente, j'inventais donc des histoires au début pour avoir de l'attention sauf que à ce moment là, je n'étais pas à l'aise en mentant car j'étais trop innocent. Tout se passe bien en CM2, j'ai des amis mais j'invente encore de petites vies pour pouvoir avoir encore plus d'attention.   Je n'habite pas avec mon père car après une dispute avec ma mère, ma mère a quitté le domicile avec nous (mes frères et soeurs et moi) et je ne l'ai plus jamais parlé. Cette année en CM2, j'ai repris contact avec lui et il m'a promis qu'il allait venir me voir pour rattraper le temps perdu. Il ne l'a pas fait et moi j'avais raconté à tout le monde bah qu'il allait me voir et que j'étais heureux. Du coup par honte, j'ai dit qu'il est venu me voir, qu'il est génial, qu'il m'achetait pleins de trucs,etc...  Je déménage encore et là, je mens beaucoup plus. Je me souviens que pour me faire des amis j'avais dis que j'avais pleins de jeux vidéos populaires à l'époque sur PS3 alors que c'était faux et ils y ont tous crus et se sont intéréssés à moi par mes mensonges. Je déménage encore après 6 mois et dans mon nouveau bahut, je ne mens pas au début. Mon année de 5ème passait bien sans mensonges mais je n'avais pas de vrais amis du coup j'ai menti et je suis rentré dans un groupe qui deviendront mes meilleurs amis par la suite. Que des mensonges, c'est là que tout a basculé à fond, de gros mensonges. Je disais que mon père était mort car des fois des gens se moquaient par le passé car il m'a ""abandonné"", du coup si je disais qu'il était mort, personne allait se foutre de moi. Je me suis inventé une vie de fou.   Certains mensonges commencent à se faire découvrir et un mec de mon lycée s'amusait à ""espionner"" ma vie (pourtant je ne mentais pas sur mon style de vie, j'ai toujours assumé que c'était un peu naze) et il a découvert certains mensonges et certaines vérités. J'arrivait parfois à le fermer sa bouche parce qu'il racontait lui même des mensonges pour pouvoir révéler les miens.  Je déménage et là encore pire. Première année dans cet endroit, j'arrive en fin d'année au collège, (3ème) et c'est l'enfer. Je ne mens pas car personne ne me parle. J'arrive au lycée donc toujours dans ce pays et là c'est la folie, le nombre de mensonges que je me suis inventé mais surtout pour me faire plaisir à moi même...C'est abusé. Je suis perdu honnêtement, parfois j'aimerais avouer tout simplement mais je ne peux pas car j'ai bâti un empire de ces mensonges et en les avouant, tout s'effondrera et plus personne ne me parleras plus jamais. Mais en revanche, cette fois ci je n'ai pas inventé de mensonges de toute pièce, 90% de mes mensonges depuis le lycée, c'est des mensonges basés sur des faits réels mais poussés à l'extrême en rajoutant des folies scénaristiques. J'ai gagné une sacrée réputation par ce ""passé "" et par ses mensonges, j'ai pu me forger une personnalité, comme si j'incarnais un personnage que je jouais tout le temps quand je suis au lycée. Pour rajouter de la force à cette incarnation, je n'hésite pas à me faire expulser temporairement du lycée pour mauvais comportements,bagarres,etc...  Donc voilà ou j'en suis, j'ai même eu une petite amie ""en or"" (une s**ope quand même) dont la relation s'est basée sur cette personalité totalement inventée de toute pièce. Elle fonctionne vraiment car je la joue dès que j'arrive au bahut.  J'ai besoin de savoir ce que je devrais faire et faut savoir que malgré tout, ça m'a pas mal aidé parfois même sauvé ! Mais je ne supporte pas...",avoir plus d'attention ; je mens ; le nombre de mensonge je me suis inventé ; j'ai bâti un empire de ces mensonges,troubles de la personnalité ; psychiatrie,Psychiatrie
Confiance en soi ,J’aimerais que ma joie ne dépende plus de quelqu’un,ne dépende plus de quelqu'un ,dépendance affective ; affirmation de soi  ,
Dépression ,"Bonjour, j'ai 16 ans. J'aimerais avoir vos avis ainsi que vos conseils concernant ma situation actuelle... Je sais que la plus part des gens en lisant ce message vont considérer sa comme une ""crise d'adolescence"" mais cela dur depuis un long moment maintenant. J'ai commencé à ressentir ce vide en moi en 5 ème car j'avais des problèmes chez moi ainsi qu'à l'école (mauvais comportement et chute des notes). J'en avais tellement marre que mon corps à mal régit et je suis tombé malade (rien de grave, j'avais des mots de ventre à ne plus pouvoir en manger, boire et bouger et il s'avère que c'était dû au stress car cela m'avait provoqué des rejets d'acides qui ont brulé mon oesophage), il m'est déjà arriver de me mutiler... l'année d'après (en 4ème) tous allait plus tôt bien au niveau scolaire je n'avais plus de problèmes, j'avais des amis mais les problèmes chez moi continués... en 3 ème mes parents ont décidé de faire une pause.. j'étais d'accord car cela ne pouvais plus continuer... mais dès que je rentrais de l'école je voyais mon entourage être triste et pleurer... j'ai commencé à me renfermer sur moi même et je me suis mise les seules personnes qui me restait à dos parce que je ne parlais plus, je ne rigolais plus, je ne sortais plus. J'étais devenue la fille dépressive du groupe d'amis ou j'étais. De plus elle ne comprenait pas pourquoi j'étais ainsi far je n'exprime pas mes sentiments et je ne parle pas de ce que je ressens. Mais ce qui se passait je ne pouvais pas en parler à la maison car je devais rester la fille forte que j'ai toujours été donc je m'inventais une vie au près de ma famille, je faisais semblant mais il ne se doutait pas que j'étais tous le temps seule, que je m'enfermais dans les toilettes pour pleurer.... pour me divertir et arrêter de pensé à sa j'ai commencé à essayer de trouver des activités ... j'ai commencé par le sport mais cela à marcher pendant un mois, ensuite j'ai commencé à dessiner cela à durer environ 4/5 mois, puis cela ne marchait plus donc je me suis acheté un cigarette électronique je n'étais pas Addict mais  à la fin de l'année de 3 ème j'ai sérieusement commencé à fumer je fumais un paquet tous les jours.... et maintenant depuis le début de la seconde je fume des cigarettes ainsi que la CE, en décembre j'ai commencé à fumer de la drogue... tous sa pour me sentir vivre et être pour de vrai heureuse et ne pas faire semblant.... je vais aussi des ballons(gaz qu'on aspire). Durant ces années j""ai fait 3 tentatives de suicides dont une ou ma soeur m'a sauvé... au moins une fois par semaine cette sensation me revient. Aujourd'hui, je ne fais confiance à personne, tous le monde me déteste et me repproche des choses, je sais que si demain je pars rien ne changera à ma vie car j'ai l'impression d'avoir déjà tous fait et que je ne regretterai rien. je suis constamment seule et si j'ose en parler à quelqu'un cette personne me reproche d'arrêter de me plaindre et que j'ai une vie parfaite mais sauf que ces personnes ne savent  pas que je fais tous les jours semblant... Que dois-je faire ? Bonne soirée  Merci de bien vouloir me dire les choses honnêtement car je n'ai pas peur de la réalité et j'ai envie de changer et de redevenir la personne d'avant..",16 ans ; vide en moi ; problème chez moi ainsi qu'à l'école ; malade ; maux de ventre ; stress ; mutiler ; mes parents ont décidé de faire une pause ; entourage ; triste ; me renfermer sur moi ; je ne rigolais plus ; fille dépressive ; je n'exprime pas mes sentiments ; cigarette ; tentatives de suicides ;,adolescence ; dépression ; expression des émotions ; soutien ,
Addiction ,Je fume de la buprenorphine depuis 14 ans j’ai perdu toutes mes dents quand j’en ai plus mes organes sont en manque de morphine je peux plus m’arrêter même les psychiatres ont peur d’agir ou de prescrire je n’arrive pas à m’arrêter de fumer je fume deux comprimés de huit par jours et j’étale sa a la journée mais vraim Le pire c’est que j’ai perdu toutes mes dents elle se creusent et elle devient noires après elle tombe seul,je fume ; manque de morphine,addiction ; drogue ,Psychiatrie 
Couple - Sexualité,"Bonjour à vous,  J'ai besoin d'aide extérieure pour comprendre ce qui se passe dans ma tête vis à vis de ma relation (voire mes relations).  J'ai un soucis relatif au sexe dans mon couple, et qui en réfléchissant, a toujours existé plus ou moins dans chacune de mes relations. Je suis avec quelqu'un depuis presque 1 an, avec qui on construit, avec des hauts et des bas. Il a été très clair dès le début: le sexe pour lui, c'est un peu ""l'air"" du couple, il a une très forte libido. Je ne pensais pas faire partie des filles qui ont peu de libido, ou des filles fermées d'esprit, mais j'ai l'impression que c'est tout le contraire... J'ai du mal à lui demander des rapports, dès que je le vois, il me dit qu'il a envie de moi (direct, pas d'affection, de ""ça va?"", ou autre. Du sexe). Pour lui, être amoureux = avoir envie tout le temps.  Moi, je ne sais pas, je me braque. Je n'ai pas envie QUE de sexe, j'ai envie aussi d'échange, de discussion, d'attention,... Ca me parait normal en fait.  Je pars régulièrement en mission avec mon métier, et il m'a déjà expliqué qu'il consultait du contenu pornographique régulièrement chez lui pour stimuler sa masturbation. Soit, ça a eu du mal à passer pour moi, mais ça je sais que je dois bosser dessus, c'est un homme et il est libre.  Naturellement, il va regarder les fesses des nanas quand je suis là, ou le corps en général, et si la nana lui plait il peut en échanger des regards troublés. Je lui en ai parlé, lui ai dit que moi ça me gênait parce que je ne me sens pas respectée: Est-ce un manque de confiance en moi ? J'ai parfois l'impression, que quand on a des rapports, c'est qu'il veut reproduire son porno précédent ou bien qu'il pense à la nana qu'il a matté... Et je m'auto-braque, et j'ai juste envie qu'il prenne vite son pied pour qu'on puisse faire autre chose...  A chaque ""disputes"" de couple sur un sujet, il revient systématiquement sur le sujet du sexe. J'ai la sensation qu'il ne se sent pas à l'aise, que je le ""bloque"" par rapport à ce qu'il est vraiment. J'ai eu des fois où je lui ai dis ""non"", mais il se braque, se mets en colère et me dit ""tu ne m'aime pas. Je suis répugnant"".  C'est un peu fouilli, mais j'ai vraiment besoin de prendre du recul sur cette situation pour comprendre s'il y a un problème plus profond que juste une petite mésentente...  Merci à vous",sexe ; couple ; peu de libido ; confiance en moi ; dispute ; prendre du recul ,couple ; sexualité ; affirmation de soi ; connaissance de soi ; prise de recul ,
Connaissance de soi ,"Bonjour,  Alors je ne sais pas trop comment aborder le sujet mais voilà, j'ai eu une première relation qui a duré 3ans lorsque j'etais en Terminal au lycée. Ce copain que j'ai eu était follement amoureux de moi, mais on a fait au moins 4 break en 3 ans. Des break très douloureux. Accompagné de violente (des mots violents) dispute.  Je l'apprecier vraiment au début de notre relation et je pensais que je l'aimer, de par la douleur que je ressentais à chaque fois que notre couple exploser.  Ça nous faisais du mal à tout les deux mais on était pas fait pour être ensemble j'en étais convaincue.  Alors une bonne fois pour toute j'ai mis un terme à cette relation qui était à la fois toxique et obsessionnelle.  Sur la fin de notre relation, durant les derniers mois il avait terriblement Changer, il était devenu possessif, hyper jaloux et me stalker sur les réseaux.  Je ne supportait plus.   Quelques temps plus tard j'ai déménagé, j'ai rencontrer un nouveau partenaire.  Il est aimant est adorable à souhait. Fatalement différent du premier.  Mais au bout d'un an et demi, je me lasse de lui.  Au cours de cette année et demi j'ai également rencontrer deux hommes pour qui le même schéma se produit. Ce sont comme qui dirais devenu des amants.  Je les ai aimer durant une assez longue période mais à présent je me lasse d'eux.   Malgré ça je ne veux pas qu'ils sortent de ma vie. Mais cette situation est invivable pour eux.  Chacun désire se poser et emménagé avec moi pour de bon.  Je n'ai pas le courage d'arrêter de les voirs. Ils savent qu'ils ne sont pas les seuls dans ma vie et que je partage plusieurs relations.  Ils savaiznt dans quoi ils se lançaient.  Ce manège dure depuis un  certain temps. Ils ont leur part de responsabilité également. Mais aujourd'hui ils me menacent de partir si je refuse de choisir l'un d'entre eux.  Et ce qui me fais mal là-dedans c'est le fait d'être abandonné et oubliée..  Mais je comprends malgré tout leur mal-être...   Vous me direz que ce que je fais est mal et que ce n'est pas pardonnable mais je ne peut me résoudre à choisir.   À savoir que j'ai eu une enfance terriblement complexe, j'ai grandi sans la présence d'un père.  Et chacun de ces 3 hommes que je fréquente possèdent des qualités que les autres n'ont pas. Ce qui les rends encore plus intéressant et authentique.  Leur histoire à chacun est fatalement différente l'une de l'autre et c'est ce qui me plaît le plus.  Ils me donnent un réel sentiment de confort et de sécurité, amour en plus, ce qu'un père nous apporte normalement.   Pour résumé, je suis ""infidèle' aux hommes que je côtoie et je me lasse d'eux.  Malgré l'enorme affection que je leur porte je pense qu'il ne s'agit pas d'amour vrai.  Sans quoi je ne me lasserais pas aussi vite.  Pour terminer, après avoir maintes et maintes fois essayer, je ne comprend toujours pas comment aimer....",couple ; mis un terme ; relation ; toxique et obsessionnelle ; possessif ; jaloux ; rencontrer un nouveau partenaire ; je me lasse ; je partage plusieurs relations ; grandi sans la présence d'un père ; sentiment de confort et de sécurité ,connaissance de soi ; couple ; engagement,
